road,education,electricity,internet,employment,poverty,votes
10,7,10,6,4,4,873
6,7,1,6,10,0,701
8,1,0,10,9,7,824
4,6,6,8,7,9,992
4,8,5,10,9,0,814
8,3,10,2,8,1,714
4,7,4,1,4,1,505
5,5,1,8,5,3,607
4,6,4,2,4,2,493
6,5,9,0,6,4,634
7,7,5,3,1,3,630
2,6,10,0,2,4,536
10,5,2,2,1,1,430
6,6,5,4,8,5,771
10,0,0,8,7,5,683
10,5,9,4,10,1,968
10,6,9,10,9,1,922
8,6,5,0,0,8,596
3,4,7,7,1,0,485
3,5,5,6,7,3,717
0,9,0,2,4,3,401
0,9,10,2,4,5,731
9,4,4,4,10,3,830
0,5,1,3,2,7,441
6,4,9,10,9,9,988
3,1,3,9,0,10,686
3,8,3,3,5,1,519
8,1,9,10,2,9,912
3,5,0,2,5,5,475
4,9,8,5,3,0,701
7,6,7,3,6,9,891
0,5,6,9,6,3,710
3,8,8,2,1,5,697
4,9,9,7,2,8,979
7,3,2,0,0,4,333
6,0,8,4,7,0,625
2,4,4,5,1,10,618
9,8,3,4,9,3,873
10,8,6,2,4,1,677
8,5,5,9,9,8,969
10,9,8,9,2,4,987
0,3,7,6,6,9,771
5,9,10,1,6,2,736
3,0,2,6,7,3,503
10,1,6,2,9,3,738
0,7,6,1,9,6,709
6,1,4,2,10,6,703
7,10,7,2,6,9,989
10,2,5,4,8,3,807
3,4,6,9,3,0,556
10,0,1,4,4,8,638
4,5,6,2,7,9,731
4,7,4,5,4,8,814
5,9,10,7,10,0,917
1,2,3,8,2,10,616
1,3,4,7,4,1,481
5,1,8,4,3,2,586
6,10,7,6,2,10,993
8,9,2,1,9,5,755
2,0,3,10,10,0,550
5,7,8,2,0,4,561
0,3,8,8,9,2,677
3,1,3,9,9,9,759
0,0,4,4,10,3,526
1,4,1,8,7,10,751
4,4,1,7,2,6,511
4,9,9,6,7,7,909
4,8,6,7,3,10,962
5,10,0,7,6,10,950
10,8,10,9,2,8,946
9,10,5,3,3,1,798
7,0,8,1,1,7,575
5,1,3,2,3,10,546
2,7,3,9,0,0,560
4,3,7,2,2,0,415
4,0,0,5,2,10,535
9,8,1,8,10,5,991
2,2,6,10,10,9,842
10,2,1,1,4,3,522
8,5,0,8,8,7,826
8,8,5,2,1,6,610
6,9,1,10,3,6,773
1,0,7,2,6,3,367
8,6,9,7,5,9,958
5,4,5,8,3,4,646
1,3,4,10,10,4,695
7,9,5,10,4,5,978
5,5,9,8,3,6,766
4,4,7,0,7,7,675
2,0,2,8,1,7,515
10,0,3,5,10,9,834
1,0,7,7,2,8,659
3,7,7,3,5,6,792
7,6,7,4,5,4,713
2,3,7,6,5,3,567
8,3,7,7,9,8,907
3,0,4,5,2,10,565
8,9,7,7,6,0,894
6,5,3,5,7,10,852
1,2,0,7,1,9,493
2,1,5,1,8,1,412
7,5,10,6,4,4,836
10,7,5,4,3,5,801
2,2,5,1,5,3,408
6,9,7,2,1,3,695
7,2,2,2,2,4,447
8,8,8,4,6,5,883
3,2,1,0,10,9,639
4,10,1,10,10,0,805
5,9,5,2,9,10,858
3,3,8,6,3,0,595
4,3,0,6,5,0,348
0,2,4,10,5,10,658
0,8,2,0,6,7,559
5,7,9,1,1,1,483
9,9,0,1,6,5,706
4,4,4,1,9,8,672
9,9,7,8,9,6,911
4,7,0,9,4,8,804
5,10,2,0,1,6,512
5,9,4,3,4,2,611
2,1,1,3,0,4,259
5,3,10,5,7,4,882
0,8,6,6,10,4,791
3,5,4,4,5,8,649
6,10,2,0,3,1,476
10,3,5,9,9,2,888
10,3,10,2,8,1,858
9,8,8,7,6,7,989
4,2,3,7,4,10,711
6,7,3,2,6,3,574
0,1,9,1,5,3,379
9,0,9,2,10,6,819
2,7,2,7,5,4,632
7,10,9,7,1,5,898
8,7,8,10,2,3,912
1,9,0,8,6,0,524
6,4,9,8,3,6,833
6,7,1,0,8,4,670
2,7,2,5,1,6,569
9,4,0,7,4,1,587
2,0,3,3,5,2,312
4,8,3,1,3,1,431
8,3,0,5,6,2,567
6,1,9,4,3,9,722
10,5,8,5,9,2,969
2,4,2,2,3,5,356
3,7,0,4,4,6,579
3,3,4,9,3,0,530
0,3,5,8,10,10,775
7,2,4,3,2,4,445
4,4,9,1,4,3,654
2,0,2,9,7,5,488
8,5,2,1,1,1,396
3,0,7,4,9,0,499
4,5,8,1,4,0,485
0,7,5,10,0,6,625
2,9,6,10,7,1,817
9,5,6,1,2,3,596
5,7,0,5,4,0,401
7,8,10,4,0,1,682
7,2,10,3,1,5,678
3,8,1,3,4,7,594
7,7,2,0,10,0,576
3,4,10,0,0,5,530
9,0,8,9,0,6,812
7,8,1,1,3,0,420
9,1,1,0,10,3,555
7,2,5,4,3,7,658
10,8,9,9,7,4,945
0,1,9,9,5,2,629
1,5,8,0,8,0,513
3,6,4,10,6,6,783
1,1,8,4,8,9,692
0,5,1,0,2,2,245
3,0,10,0,9,4,560
1,2,1,6,1,10,538
8,9,10,3,6,7,944
5,6,9,6,3,0,720
3,3,10,5,9,5,831
6,9,6,5,6,1,778
4,7,9,5,1,7,758
10,2,1,4,6,5,662
1,5,8,0,3,10,604
5,9,0,8,2,5,666
0,2,0,0,4,2,185
8,6,2,5,4,8,736
3,10,4,10,7,8,905
4,4,8,8,5,2,724
9,0,9,3,1,8,690
0,5,0,4,5,6,407
4,1,5,5,9,2,676
5,0,10,7,8,1,781
4,3,2,6,6,3,539
3,7,9,7,9,9,965
8,9,3,3,4,6,769
7,6,0,10,8,4,804
6,1,10,10,2,2,780
5,9,2,1,10,4,644
4,5,4,8,10,5,813
3,2,4,10,9,3,757
2,8,0,1,10,1,566
1,4,5,3,1,7,524
4,2,4,1,3,1,393
9,0,3,4,1,4,510
7,3,2,2,9,4,686
9,9,6,0,5,4,723
1,3,8,3,3,5,606
7,10,3,3,10,1,812
1,3,7,5,4,8,637
5,10,4,5,1,5,650
9,4,9,7,3,6,940
8,5,0,0,9,8,726
6,5,2,0,5,5,519
7,8,0,4,10,8,935
9,6,10,8,0,10,959
2,4,10,10,4,4,769
9,9,4,8,4,2,848
4,3,1,4,3,3,415
4,5,7,6,0,0,460
0,5,1,6,8,0,541
4,8,2,8,8,2,771
7,1,10,2,10,9,934
5,8,7,2,5,0,549
5,6,3,3,3,1,458
2,0,10,7,4,7,691
0,9,7,4,6,10,833
7,1,10,8,2,2,639
8,0,10,9,5,2,863
5,4,7,3,0,1,558
8,9,5,5,1,7,829
9,9,0,4,7,6,808
8,3,10,5,7,3,858
0,0,9,10,5,0,634
3,3,3,7,10,9,729
9,7,3,6,5,3,807
7,9,7,0,6,1,686
2,0,4,8,5,8,693
6,7,2,10,1,5,756
10,7,10,1,6,2,836
7,10,8,5,4,2,808
8,3,6,10,8,8,967
2,5,5,3,2,6,580
10,8,2,7,9,6,957
7,0,1,3,0,2,239
1,7,4,9,5,8,858
4,10,3,9,7,7,891
7,5,8,6,5,10,965
10,7,1,9,3,4,802
8,3,4,9,0,7,769
10,8,2,8,0,7,830
6,4,10,1,1,1,489
3,8,3,10,1,0,583
10,1,6,9,5,3,768
8,6,2,10,0,9,861
0,8,8,3,10,5,856
2,3,7,5,7,9,800
1,7,2,6,3,2,442
10,10,1,9,5,2,921
8,4,2,1,6,0,514
5,1,9,8,7,0,668
2,4,9,4,0,5,598
10,0,6,2,4,7,625
0,0,1,8,0,0,264
4,1,4,4,10,8,736
7,8,1,10,5,8,907
0,1,0,1,4,5,300
8,2,5,10,7,2,841
0,10,8,10,0,4,680
5,0,4,8,7,0,604
7,2,10,3,5,1,649
8,7,8,8,6,4,945
0,9,10,3,7,2,666
6,10,5,7,8,0,846
1,8,0,1,7,7,611
3,6,5,3,10,10,854
4,2,4,9,9,8,873
10,7,8,6,10,5,999
7,1,5,2,2,9,562
5,0,9,4,9,7,842
8,7,9,9,4,3,912
7,10,3,8,3,8,971
8,9,8,3,9,7,949
6,2,2,3,9,10,832
8,6,8,4,0,3,674
7,2,3,5,2,3,521
8,4,1,10,3,6,737
10,9,6,7,6,0,813
3,5,2,5,8,5,644
6,1,10,7,2,1,639
6,5,1,2,2,7,614
0,0,1,6,8,9,523
9,8,6,3,1,0,670
1,6,4,0,0,5,324
5,1,10,2,10,5,813
8,2,9,2,9,4,724
2,5,5,9,0,7,704
7,4,6,4,0,7,621
9,4,7,7,5,0,763
9,8,4,4,9,4,948
8,7,2,7,3,1,623
0,10,0,8,5,5,612
10,0,1,4,10,5,704
0,8,8,8,7,2,707
0,3,7,1,0,9,497
6,2,7,7,7,3,725
7,10,1,6,4,6,875
0,3,5,6,7,10,631
9,4,8,6,5,5,830
10,3,5,5,7,9,877
10,9,8,0,8,5,955
2,0,7,8,0,5,470
3,2,7,10,9,9,887
1,3,1,7,5,1,393
3,4,0,6,6,10,643
7,2,9,5,8,2,673
1,2,7,4,6,9,750
6,2,0,0,7,6,477
0,9,8,2,9,1,632
6,9,10,4,9,3,880
1,8,9,5,5,9,860
8,2,2,7,3,10,749
10,2,2,2,3,2,395
10,10,2,1,3,7,780
0,0,0,6,7,9,530
8,0,3,4,8,2,657
2,0,0,3,7,7,442
6,8,1,3,4,1,518
3,4,10,1,0,3,432
9,2,5,2,4,2,539
6,3,5,5,8,4,706
1,7,1,4,7,2,563
4,6,4,2,5,4,544
5,4,5,2,6,8,673
7,0,5,7,2,6,708
1,5,7,10,2,2,577
10,6,0,4,8,4,783
10,6,5,8,10,4,983
4,1,1,1,4,2,380
6,8,1,4,0,10,709
1,5,7,5,4,0,516
3,10,8,7,5,10,906
6,0,7,1,3,2,422
6,5,8,1,4,9,805
10,6,5,3,9,5,931
0,8,10,4,6,5,779
0,1,3,6,9,0,368
4,2,4,0,0,2,340
6,5,10,3,7,5,904
1,3,1,2,5,4,419
9,7,10,8,1,6,880
9,0,3,2,2,10,552
1,4,10,3,7,9,727
8,8,4,5,1,9,834
9,8,2,9,9,4,969
1,3,3,4,1,1,324
10,9,3,4,1,7,731
1,9,7,6,8,2,737
1,9,3,5,8,1,622
9,2,1,7,10,0,689
9,6,10,6,10,7,970
10,8,1,9,4,0,786
2,6,7,0,6,9,629
6,1,0,8,7,5,578
2,4,4,6,8,5,645
4,4,2,5,8,2,537
10,8,3,7,0,2,705
1,0,7,0,8,0,442
3,3,10,1,3,4,582
0,1,7,1,5,5,424
4,8,3,6,6,5,683
0,10,10,0,1,7,681
6,7,4,8,5,7,848
5,7,7,8,5,5,815
8,7,6,10,4,9,971
0,7,7,5,8,3,617
6,2,9,8,4,5,878
8,6,10,9,10,4,914
5,10,6,6,7,6,957
4,10,6,1,7,3,731
7,9,1,8,3,6,812
2,3,0,8,6,8,696
5,9,1,1,8,1,624
0,10,10,5,0,7,740
5,7,0,6,3,2,462
3,2,7,9,4,0,637
4,2,0,7,3,0,373
2,10,3,8,10,10,952
5,1,10,6,4,6,689
1,10,6,3,4,10,760
3,1,4,5,4,10,538
1,8,0,3,5,6,497
4,9,6,6,5,9,922
1,1,0,7,6,10,615
7,1,7,3,3,5,624
9,10,1,7,7,7,949
3,3,1,1,8,9,521
0,3,9,7,3,9,686
7,3,3,5,1,10,659
0,8,7,9,5,6,836
8,5,6,5,3,5,778
10,3,1,0,7,8,589
3,2,4,0,9,10,720
7,0,4,1,5,3,480
7,1,10,9,6,5,878
1,10,6,8,4,2,718
8,2,3,10,1,6,662
3,3,9,3,0,8,604
9,1,9,0,10,1,708
10,0,0,9,6,9,772
10,1,10,9,9,9,978
6,0,8,7,10,5,887
5,1,10,4,8,8,908
9,1,3,6,6,1,561
2,6,7,1,6,0,534
5,4,3,2,1,8,533
5,5,5,1,3,10,713
1,1,8,6,5,10,692
7,6,1,4,7,9,853
3,0,3,9,3,0,459
3,8,4,1,2,0,398
0,9,2,3,5,10,665
10,7,0,8,9,6,988
3,5,8,9,4,4,734
4,2,0,3,8,2,486
4,3,2,8,3,5,517
0,3,1,10,3,6,541
10,5,8,9,2,10,907
5,6,5,10,5,6,812
4,9,1,7,4,8,720
3,5,0,5,9,9,775
5,0,3,9,4,8,681
8,9,5,8,5,2,938
1,1,0,6,6,0,340
5,3,8,7,2,1,571
10,9,5,10,7,2,938
1,6,3,6,2,9,666
5,3,1,7,0,10,594
9,9,9,1,3,1,768
4,10,2,2,3,0,536
6,2,10,5,3,0,588
3,1,4,8,9,8,765
8,8,4,6,2,1,636
4,1,9,10,6,5,874
7,10,7,7,2,3,797
5,1,6,0,9,6,660
3,0,0,5,1,6,323
0,2,6,7,10,4,698
6,9,5,9,8,2,882
2,9,7,1,9,9,836
0,5,2,7,3,0,421
3,10,9,3,5,6,785
0,8,5,2,6,4,550
1,5,4,4,5,7,557
2,4,9,6,9,7,810
6,3,9,1,4,5,616
7,9,2,5,6,7,808
2,6,1,7,1,4,498
2,1,1,7,6,0,426
10,4,0,3,6,10,685
2,4,6,9,10,8,939
5,1,3,9,6,7,757
0,9,1,0,3,7,505
4,3,8,1,8,8,735
1,6,6,4,6,0,551
4,1,3,1,7,9,643
0,9,6,1,9,9,827
6,0,4,2,1,10,592
1,4,1,8,10,3,606
9,9,8,6,4,9,971
10,4,0,5,10,7,803
3,0,3,4,4,6,456
1,3,1,9,7,6,532
5,9,3,3,6,0,659
6,1,2,5,3,3,443
5,6,2,1,5,0,364
10,3,0,8,3,7,762
5,9,5,7,0,1,643
5,1,0,8,2,6,530
2,2,1,5,1,3,372
5,5,10,0,1,8,681
5,8,10,2,10,7,900
3,8,1,2,3,1,426
9,5,0,6,5,1,686
3,5,10,3,8,5,748
3,9,9,2,2,1,525
5,10,2,3,4,0,580
6,8,1,4,1,6,582
4,10,5,1,3,8,769
1,3,5,7,5,2,525
1,0,9,3,5,3,457
3,9,3,0,1,3,406
4,3,0,3,6,2,387
7,3,6,8,10,6,990
4,6,8,5,8,1,751
1,9,0,0,4,3,352
2,4,0,5,10,3,608
9,3,3,4,7,8,837
9,8,10,6,10,7,960
3,3,8,6,6,2,623
10,5,10,8,10,6,985
7,4,2,3,0,10,608
6,9,5,7,2,10,986
1,0,8,5,9,5,715
2,3,2,8,10,4,677
5,2,3,9,5,2,685
4,5,6,6,3,3,686
3,6,5,2,0,7,539
5,10,5,1,7,5,758
1,0,3,0,5,0,195
0,5,8,7,7,1,635
2,3,5,5,5,10,712
3,6,9,0,1,1,462
10,2,2,5,0,0,421
10,1,8,1,3,6,663
10,10,7,10,2,8,988
8,1,0,4,7,8,666
7,6,8,8,0,9,922
7,3,10,5,5,4,735
8,5,2,4,5,10,825
5,9,4,0,1,10,626
8,1,4,7,5,9,863
5,4,6,7,1,2,654
1,1,3,4,1,8,475
0,7,0,3,5,6,448
2,10,4,3,10,5,805
9,5,10,7,10,2,910
6,7,0,0,10,7,714
9,3,5,5,10,5,909
7,8,10,1,9,3,868
0,9,7,2,0,10,577
9,0,4,3,6,2,566
1,4,3,2,2,4,418
4,3,10,6,10,2,840
3,4,9,4,5,4,707
1,7,1,7,4,9,674
3,7,4,6,9,7,835
4,7,7,1,0,10,678
4,4,1,6,6,1,573
3,0,0,0,1,10,315
3,6,8,9,6,9,907
5,3,2,9,7,5,783
10,6,5,9,10,5,922
2,5,6,4,9,6,752
10,7,7,3,9,7,932
0,1,5,3,5,7,486
9,0,8,9,5,3,770
10,0,9,3,8,3,746
2,0,10,9,3,0,544
2,0,10,7,3,6,657
0,7,2,2,2,0,329
0,8,7,3,0,2,476
10,7,0,4,4,2,599
4,7,2,5,2,7,696
2,1,9,2,8,1,475
7,5,6,2,3,10,803
2,5,3,8,1,9,665
8,2,6,0,6,0,469
7,0,4,2,0,8,472
10,7,2,5,7,10,965
3,0,2,1,5,9,486
5,5,3,9,1,8,715
8,6,9,10,2,8,926
0,8,2,2,9,8,640
6,3,5,4,5,9,750
4,2,3,4,1,0,314
10,2,3,0,8,9,670
3,10,8,9,10,10,985
7,2,2,2,8,3,590
2,7,4,4,0,6,472
0,0,3,2,1,8,306
3,10,5,0,1,3,518
10,1,0,10,5,0,625
2,9,8,8,7,0,818
0,6,4,5,0,10,613
3,2,8,1,9,7,700
0,1,0,4,7,9,497
5,10,2,1,9,4,759
2,8,6,6,5,4,763
1,5,0,7,1,7,475
6,1,4,6,9,5,721
7,4,4,6,2,6,672
8,4,4,9,2,6,817
3,6,5,5,2,0,529
4,10,8,4,9,5,916
7,9,8,10,2,7,985
2,6,1,6,8,5,645
4,10,5,1,2,6,664
4,2,6,0,10,10,700
3,1,6,8,0,3,519
3,8,2,2,4,4,608
6,1,6,7,4,8,649
9,2,0,6,9,4,690
0,1,0,5,10,3,467
9,4,10,9,8,0,954
1,4,5,8,0,1,474
3,10,9,5,7,4,893
8,9,8,9,2,5,973
2,5,8,7,2,9,770
0,5,5,9,4,7,705
8,7,1,4,10,6,831
1,2,8,6,3,7,671
9,1,1,2,3,1,415
6,0,4,3,8,5,592
4,0,1,6,9,7,602
10,4,10,10,10,7,975
3,1,6,4,8,1,525
6,3,2,7,9,3,731
1,8,0,7,9,3,641
4,5,3,0,2,1,269
1,10,1,3,9,8,773
1,4,6,10,5,7,767
10,7,5,8,8,9,940
1,6,2,1,0,9,388
8,1,3,6,3,0,475
2,6,0,1,0,5,328
6,1,10,10,5,4,857
4,0,3,9,4,0,474
7,4,9,2,1,3,642
9,7,4,1,2,4,692
6,10,0,0,3,1,462
1,6,1,8,3,9,672
9,6,3,1,4,0,560
2,1,0,9,4,1,454
7,3,7,3,0,3,528
5,9,3,2,5,0,521
1,10,9,1,9,2,749
1,8,8,6,2,9,744
3,2,9,6,10,5,825
8,2,10,0,10,9,830
0,3,6,1,9,3,424
7,2,4,8,8,6,804
7,9,5,2,9,2,774
10,5,7,1,5,0,679
3,9,9,8,6,6,967
8,1,10,6,1,7,777
1,5,10,0,8,1,633
5,7,4,1,7,4,664
3,2,2,2,3,2,323
3,0,7,8,8,3,639
8,4,10,4,10,3,916
10,6,1,5,5,3,687
4,7,0,5,1,0,423
10,0,3,5,6,5,684
3,9,6,10,4,0,768
9,1,8,7,4,5,793
6,9,5,5,8,8,1000
3,8,6,6,5,4,817
0,9,4,7,6,9,767
6,7,0,0,3,2,379
0,2,2,2,0,6,243
9,1,1,4,10,10,798
6,3,3,2,10,10,811
6,7,6,10,2,10,956
1,10,5,9,4,4,803
8,3,1,10,6,4,804
9,8,1,6,5,5,762
3,6,2,4,9,2,678
8,1,2,0,4,9,551
0,3,7,1,9,8,619
7,1,8,5,5,5,680
5,3,10,3,2,10,782
2,3,2,4,9,7,625
1,4,5,2,0,3,328
10,8,2,10,4,2,853
2,5,2,6,7,6,576
0,6,6,0,7,9,655
9,4,9,1,10,7,892
4,1,5,8,8,10,854
0,7,9,7,4,10,852
5,3,8,1,1,1,399
8,7,1,0,7,7,748
8,8,6,8,3,0,776
0,9,1,6,2,2,391
4,7,5,9,4,7,847
1,3,1,9,7,0,501
9,5,10,10,9,7,903
1,10,4,10,9,0,764
3,8,9,4,5,8,851
0,10,2,4,7,10,832
3,1,1,1,0,8,402
2,8,1,7,10,9,810
0,6,10,8,9,3,862
1,3,6,9,2,3,558
6,2,8,6,4,4,702
5,4,10,9,3,0,736
10,1,7,5,3,0,655
7,5,6,5,10,1,780
4,4,10,3,6,3,748
7,10,5,4,4,4,828
9,5,9,7,9,2,952
10,9,0,8,5,3,834
8,8,10,9,6,5,998
0,6,6,2,4,7,590
6,1,0,1,5,9,552
4,0,2,2,5,2,418
6,5,2,6,2,8,709
1,8,3,4,10,1,653
4,7,3,4,8,3,677
10,4,10,10,7,8,992
0,4,3,6,3,2,460
6,9,0,7,2,4,570
6,2,6,8,1,8,762
5,10,1,0,7,10,757
9,8,1,3,4,10,816
2,5,8,2,9,3,632
5,8,3,9,8,2,784
1,0,4,8,9,6,615
8,2,3,9,7,6,861
0,3,5,4,9,8,686
9,9,5,3,5,4,847
6,9,3,5,8,1,712
6,7,7,10,10,1,877
4,5,5,5,4,8,731
3,2,1,3,8,8,494
10,1,8,7,4,8,850
10,8,10,4,8,1,917
9,2,0,10,0,2,529
9,1,2,6,9,3,703
5,0,5,4,1,1,349
10,8,6,8,2,2,818
2,3,10,1,5,10,776
1,4,10,1,2,2,470
3,10,4,5,10,5,941
9,2,0,3,8,4,658
5,0,3,6,2,9,520
1,0,5,0,1,7,393
5,6,6,1,3,4,602
1,8,6,5,8,9,905
5,2,6,5,6,8,733
4,4,8,0,0,10,673
6,10,5,3,2,2,603
4,5,9,5,5,6,790
6,0,5,5,7,10,756
5,6,0,1,5,7,610
2,6,10,9,0,6,708
9,7,6,9,4,2,927
4,8,10,4,6,1,826
3,8,3,5,5,6,620
1,10,6,4,7,2,707
4,6,8,3,7,5,769
7,2,9,7,5,5,759
4,4,0,10,6,1,602
8,1,3,8,10,3,737
0,6,10,6,4,8,780
5,10,0,0,8,5,597
10,10,1,10,10,6,997
2,2,1,4,8,9,528
4,1,7,2,6,0,442
4,4,5,5,7,6,695
3,2,0,10,1,5,535
8,8,2,9,9,6,904
4,10,3,1,5,3,618
10,3,5,6,7,8,901
2,4,5,5,6,9,712
10,4,7,6,6,3,742
9,9,10,9,2,10,919
1,5,5,8,1,5,654
5,7,7,4,2,10,753
7,3,2,1,2,6,459
6,4,9,10,9,7,925
3,3,4,1,10,10,752
3,2,8,9,3,1,538
10,1,1,5,2,3,577
5,9,7,10,10,10,968
3,10,7,3,7,6,823
8,8,0,6,8,10,938
9,7,5,1,2,7,702
3,5,6,2,6,0,594
6,4,7,2,9,3,720
9,3,2,4,5,4,615
7,10,2,4,5,10,955
1,6,2,0,2,0,181
2,0,8,6,0,7,508
0,1,8,10,5,1,630
6,1,1,5,6,9,599
4,3,0,5,4,7,522
3,6,4,3,2,3,494
0,2,5,5,6,7,581
10,1,8,2,6,0,601
4,6,7,0,4,0,503
7,4,3,9,6,10,852
3,10,9,10,10,8,984
3,8,6,10,1,9,877
3,3,4,9,1,1,453
10,4,6,10,4,8,966
2,4,0,2,9,6,552
6,4,3,6,0,9,655
1,9,2,8,8,3,755
6,5,1,9,2,6,666
9,7,4,9,4,3,832
4,5,6,9,6,3,704
4,10,0,9,6,3,705
5,8,8,8,10,10,927
8,2,9,9,1,9,804
7,2,0,0,10,4,588
7,3,10,2,1,5,656
9,8,2,4,7,7,882
1,0,2,10,6,0,425
3,2,3,4,10,5,652
0,1,9,9,8,6,794
1,8,6,9,5,1,701
0,2,4,1,2,6,365
9,1,2,2,10,8,789
10,2,6,2,0,2,499
8,9,9,7,2,5,935
10,7,8,2,7,6,954
9,4,4,5,3,8,760
6,2,9,2,6,9,831
8,5,5,0,6,2,528
8,2,1,1,8,3,548
5,7,2,2,9,8,812
0,9,6,4,1,6,617
3,3,7,10,10,4,950
9,0,3,3,4,8,612
8,10,7,3,4,7,883
0,8,9,10,9,8,932
1,3,1,10,6,5,587
9,8,1,9,1,6,788
10,4,0,9,5,9,836
1,8,4,2,10,1,620
5,2,7,9,5,6,775
8,4,1,5,5,0,481
4,9,0,10,6,9,828
5,2,1,5,8,2,521
1,5,7,8,7,9,879
8,5,1,2,5,6,669
4,4,10,6,3,9,825
0,1,6,8,8,4,660
2,9,8,8,8,3,902
0,6,5,7,4,3,610
10,8,6,3,4,2,682
0,8,2,6,6,1,543
3,0,6,8,9,1,600
2,7,5,1,7,4,682
4,9,3,3,0,0,501
3,7,1,9,9,4,696
4,10,4,1,1,9,623
10,3,3,9,5,4,817
7,5,4,6,6,9,822
8,4,7,10,10,0,905
2,6,5,1,9,5,634
4,5,5,8,1,9,751
9,6,5,8,6,5,955
6,6,1,8,4,2,589
1,4,2,0,2,5,357
0,10,7,3,10,4,855
2,1,3,5,8,5,576
4,4,10,5,4,5,704
7,9,4,2,7,7,820
8,5,2,10,0,7,756
7,3,2,8,3,3,684
6,0,5,3,5,9,627
8,4,5,9,3,1,776
7,10,10,6,6,8,906
9,2,1,6,4,0,461
7,7,7,9,10,10,904
6,7,8,1,3,1,594
2,1,6,6,8,2,606
0,10,6,9,5,10,967
5,5,6,4,4,4,707
1,2,7,0,6,1,402
4,7,7,8,10,2,904
6,10,4,8,6,6,982
7,2,9,6,1,10,859
2,3,4,9,2,3,474
6,4,2,5,1,4,578
7,3,1,7,1,1,502
6,4,8,0,5,7,678
4,10,5,1,3,0,529
0,3,10,10,5,10,883
6,7,1,8,8,4,762
2,7,1,5,8,6,662
3,5,0,0,4,4,339
5,4,0,5,5,10,613
4,5,2,4,0,1,383
5,8,7,4,1,5,665
8,3,1,5,0,2,448
6,2,0,1,5,8,528
7,9,5,9,1,9,988
1,1,4,10,0,1,445
3,6,9,7,6,10,950
7,9,5,10,1,9,951
7,5,8,9,9,3,927
5,3,4,0,9,2,555
2,7,2,4,1,6,606
6,10,1,4,9,0,654
5,1,1,5,0,7,493
0,10,1,0,1,8,462
0,1,2,5,4,7,477
9,4,10,0,5,4,684
4,1,5,5,4,5,564
0,9,1,5,4,1,483
0,0,7,1,7,0,354
9,8,4,9,3,5,840
5,2,6,5,2,1,491
2,1,5,5,0,2,346
8,1,10,6,6,7,845
10,9,3,6,8,1,838
2,6,4,5,5,10,697
8,3,1,8,8,0,741
1,2,10,6,1,6,586
6,5,4,0,6,5,583
6,0,6,4,6,1,541
1,9,9,7,1,0,641
10,9,3,8,5,4,925
9,9,10,7,7,0,945
10,2,5,1,8,6,688
7,2,10,8,4,4,794
6,4,4,5,5,3,592
5,3,1,9,10,3,775
5,10,1,2,10,8,785
7,1,10,5,6,8,790
8,3,1,8,0,2,484
5,6,7,7,1,4,639
2,8,3,10,6,5,710
5,0,9,10,1,8,733
10,7,4,3,6,0,738
5,7,9,0,0,6,638
0,2,6,5,10,3,676
0,8,2,0,7,4,490
8,8,10,10,8,3,940
0,4,10,7,8,7,876
6,1,0,3,1,5,315
7,4,1,4,3,6,523
1,4,2,1,2,9,469
2,5,5,3,7,10,833
2,5,1,10,7,7,710
7,7,1,5,8,8,824
9,0,8,4,7,0,659
7,10,10,3,9,7,904
3,0,0,4,6,1,370
9,7,8,5,7,4,970
1,1,7,5,5,9,670
10,5,9,9,1,3,858
6,1,6,6,7,9,877
5,8,1,5,2,6,668
2,6,4,8,7,1,646
3,4,0,0,0,8,375
4,0,0,3,7,5,461
2,3,0,6,9,3,530
3,1,2,3,0,4,295
3,9,3,7,4,3,733
6,3,8,9,9,2,874
5,2,10,10,8,3,909
2,3,2,10,6,0,479
10,2,6,0,6,7,808
6,3,4,0,4,7,524
1,5,7,3,10,5,783
8,7,3,0,0,9,638
4,0,7,1,10,2,587
0,7,7,1,8,7,648
7,6,2,5,5,3,640
6,7,5,6,7,9,922
5,2,3,5,0,1,356
0,3,3,0,6,9,470
6,2,3,0,2,10,522
9,5,8,5,1,2,716
1,1,10,6,0,0,415
6,6,8,5,10,1,806
4,2,5,5,2,2,514
9,5,8,4,2,2,640
3,7,3,2,9,2,565
8,3,4,10,2,2,718
6,4,6,5,2,4,643
8,6,1,2,4,5,512
6,7,7,6,3,0,620
9,5,7,8,8,5,946
6,0,7,8,9,10,1000
10,9,10,8,2,1,883
9,8,9,8,10,0,941
8,2,6,4,10,9,988
0,6,0,7,3,9,519
0,8,4,7,10,10,886
5,5,8,4,3,3,653
7,10,6,6,0,1,688
6,3,6,6,7,1,691
5,4,4,6,1,6,599
2,2,5,3,9,6,663
5,8,1,9,8,1,781
7,5,7,4,2,4,647
10,6,1,8,4,5,803
7,2,10,2,6,9,798
1,8,8,9,7,9,900
7,0,5,2,2,1,364
7,6,5,3,4,1,598
2,7,2,10,0,7,667
7,6,9,2,6,5,863
8,8,1,4,1,1,508
3,7,4,6,5,10,757
1,1,9,0,4,5,515
2,6,10,4,8,2,743
6,3,1,10,6,2,625
8,0,1,10,7,5,709
5,5,2,4,6,2,561
8,5,7,3,1,8,832
2,10,3,3,1,5,500
6,3,9,8,8,9,998
